iter	RMSE
643	0.5025929879
644	0.50252823
645	0.5024700117
646	0.5024190747
647	0.5023722755
648	0.5023297197
649	0.5022670995
650	0.5022057804
651	0.5021543035
652	0.5020992334
653	0.5020450542
654	0.5019719846
655	0.5019152324
656	0.501826442
657	0.5017561583
658	0.5016904609
659	0.5016173149
660	0.5015474338
661	0.5014887644
662	0.5014246917
663	0.5013567557
664	0.5013094965
665	0.5012409132
666	0.501172975
667	0.5011155319
668	0.5010560913
669	0.5010048665
670	0.5009444898
671	0.5008894647
672	0.5008447529
673	0.5007871578
674	0.500724994
675	0.5006743132
676	0.5006006844
677	0.500525367
678	0.5004585324
679	0.500396887
680	0.5003455739
681	0.500273603
682	0.5002132175
683	0.5001544
684	0.5001074113
685	0.5000397665
686	0.4999637927
687	0.4999000354
688	0.4998402498
689	0.499773069
690	0.4997045381
691	0.4996238913
692	0.4995630044
693	0.499498116
694	0.4994209019
695	0.4993699573
696	0.4993183358
697	0.4992552167
698	0.4991969454
699	0.499144872
700	0.4990956588
701	0.4990307042
702	0.4989768951
703	0.4989326476
704	0.4988622078
705	0.4988120985
706	0.4987616002
707	0.4987123478
708	0.4986441844
709	0.4985933062
710	0.4985154101
711	0.4984731405
712	0.4983925962
713	0.4983230785
714	0.4982800939
715	0.4982244439
716	0.4981881347
717	0.498137347
718	0.4980916695
719	0.498017531
720	0.4979540563
721	0.497897175
722	0.4978430647
723	0.4977779371
724	0.4977267957
725	0.4976865675
726	0.4976415868
727	0.4975955523
728	0.4975522922
729	0.4975043168
730	0.4974432252
731	0.497377627
732	0.4973137358
733	0.4972647207
734	0.4972167977
735	0.4971639727
736	0.4970970966
737	0.4970471921
738	0.4970029514
739	0.4969437453
740	0.4968779586
741	0.4968249586
742	0.4967723199
743	0.4967052426
744	0.4966403486
745	0.496575751
746	0.4965303162
747	0.4964918903
748	0.4964447014
749	0.4964014805
750	0.4963615392
751	0.4963219405
752	0.4962703212
753	0.4962125091
754	0.4961451247
755	0.4960925329
756	0.496023464
757	0.4959728715
758	0.4959290621
759	0.4958725247
760	0.4958331047
761	0.49578571
762	0.4957322937
763	0.4956768122
764	0.4956231639
765	0.4955799936
766	0.4955085081
767	0.4954608675
768	0.4954061192
769	0.4953611453
770	0.4953035022
771	0.4952333664
772	0.4951852622
773	0.4951306692
774	0.4950739198
775	0.4950226122
776	0.4949792627
777	0.4949356392
778	0.4948932774
779	0.4948219489
780	0.4947509855
781	0.4946816594
782	0.4946345722
783	0.4945869749
784	0.494546405
785	0.4944872915
786	0.494421427
787	0.4943771169
788	0.4943062312
789	0.4942486532
790	0.4942003719
791	0.4941418877
792	0.4940916252
793	0.4940347582
794	0.4939813623
795	0.4939122955
796	0.493859274
797	0.4937862941
798	0.493705415
799	0.4936390126
800	0.4936011376
801	0.4935631524
802	0.4935149124
803	0.4934705871
804	0.4934158686
805	0.4933707891
806	0.4933088537
807	0.4932304449
808	0.4931660595
809	0.4931141939
810	0.4930652148
811	0.4930127827
812	0.4929439957
813	0.4928906936
814	0.4928450893
815	0.4927942793
816	0.4927446616
817	0.4926943764
818	0.4926622215
819	0.4926029032
820	0.4925489187
821	0.4924945622
822	0.4924444644
823	0.492376784
824	0.4923277197
825	0.4922779604
826	0.4922262024
827	0.4921682006
828	0.4921011928
829	0.4920461337
830	0.4920053503
831	0.4919658812
832	0.491922306
833	0.4918754667
834	0.4918115196
835	0.4917797153
836	0.491740189
837	0.4917027283
838	0.4916652452
839	0.4916242881
840	0.4915768911
841	0.4915257988
842	0.4914717654
843	0.4914085021
844	0.4913703171
845	0.4913155689
846	0.4912787964
847	0.4912352217
848	0.4911979559
849	0.4911436479
850	0.4910978254
851	0.4910506114
852	0.4910074001
853	0.4909767399
854	0.4909278377
855	0.4908858982
856	0.4908493969
857	0.490791105
858	0.4907332847
859	0.4906697038
860	0.4906117611
861	0.4905711517
862	0.49052598
863	0.4904813747
864	0.4904395542
865	0.4903977797
866	0.4903414929
867	0.490301311
868	0.4902622256
869	0.4902046241
870	0.4901687534
871	0.4901313062
872	0.4900931349
873	0.4900331573
874	0.489985759
875	0.4899421175
876	0.4898939735
877	0.489849544
878	0.4897945666
879	0.4897602796
880	0.4897247793
881	0.48967232
882	0.489635661
883	0.4896011056
884	0.4895561335
885	0.4895119128
886	0.4894752351
887	0.48942305
888	0.4893906997
889	0.4893588354
890	0.4893156797
891	0.489270187
892	0.4892243709
893	0.489178391
894	0.489132456
895	0.4890760249
896	0.4890399129
897	0.4889680029
898	0.4889214356
899	0.4888829719
900	0.4888523882
901	0.4888045249
902	0.4887629724
903	0.4887191824
904	0.4886741914
905	0.488641978
906	0.4885816721
907	0.4885399064
908	0.4884958166
909	0.4884578547
910	0.4884245605
911	0.4883820742
912	0.4883542034
913	0.4883054243
914	0.4882503452
915	0.4882169705
916	0.4881651433
917	0.488115303
918	0.4880751007
919	0.4880410118
920	0.4879880201
921	0.4879295939
922	0.4878836474
923	0.4878515346
924	0.4878086658
925	0.4877642389
926	0.4877271043
927	0.4876755467
928	0.4876387741
929	0.4875992494
930	0.4875582396
931	0.4875188541
932	0.4874663519
933	0.4874228876
934	0.4873661384
935	0.4873268288
936	0.4872830752
937	0.4872459841
938	0.4872118495
939	0.4871691095
940	0.4871264925
941	0.4870926282
942	0.4870529285
943	0.4870233598
944	0.486991671
945	0.4869567917
946	0.4869249077
947	0.4868937121
948	0.4868552067
949	0.4868161497
950	0.4867831979
951	0.4867452286
952	0.486704984
953	0.4866697272
954	0.4866273123
955	0.4865558749
956	0.4865188173
957	0.4864739276
958	0.486431043
959	0.4863942482
960	0.4863572344
961	0.4863138493
962	0.4862854887
963	0.4862548127
964	0.4862168125
965	0.4861796306
966	0.4861439636
967	0.4860986419
968	0.4860604212
969	0.4860136541
970	0.4859744024
971	0.4859267635
972	0.4858736767
973	0.4858250972
974	0.4857916335
975	0.4857389816
976	0.4857060684
977	0.4856684096
978	0.4856305815
979	0.4855897041
980	0.4855507012
981	0.4855154343
982	0.4854769197
983	0.4854441855
984	0.4853957848
985	0.4853477649
986	0.4853179554
987	0.4852612199
988	0.4852292865
989	0.4851986916
990	0.4851370764
991	0.4850897848
992	0.4850588081
993	0.4850220317
994	0.4849840578
995	0.4849498947
996	0.4849040709
997	0.4848653958
998	0.4848367172
999	0.4848091156
1000	0.4847611245
1001	0.4847268061
1002	0.4846978774
1003	0.4846599924
1004	0.4846267159
1005	0.4845899668
1006	0.4845600624
1007	0.4845253529
1008	0.4844901443
1009	0.4844373488
1010	0.4843997059
1011	0.4843644349
1012	0.4843302817
1013	0.4842817676
1014	0.4842429227
1015	0.4842154339
1016	0.4841813273
1017	0.4841432525
1018	0.4841027823
1019	0.4840638012
1020	0.4840227512
1021	0.483995501
1022	0.4839520276
1023	0.4839192259
1024	0.4838855238
1025	0.4838491189
1026	0.4838183614
1027	0.4837649392
1028	0.483727819
1029	0.483698443
1030	0.4836559243
1031	0.4836311156
1032	0.4835985197
1033	0.4835676076
1034	0.4835288054
1035	0.4834959875
1036	0.4834631847
1037	0.4834261707
1038	0.4833863147
1039	0.48334386
1040	0.4833136769
1041	0.4832742706
1042	0.4832386918
1043	0.4832021576
1044	0.4831588921
1045	0.4831132986
1046	0.4830802785
1047	0.4830465844
1048	0.4830127184
1049	0.4829796331
1050	0.4829563238
1051	0.4829290709
1052	0.4828946008
1053	0.4828517162
1054	0.4828085761
1055	0.4827706209
1056	0.4827366382
1057	0.4827090845
1058	0.482678419
1059	0.482628452
1060	0.482589887
1061	0.4825614677
1062	0.4825328317
1063	0.4824940501
1064	0.4824660113
1065	0.4824371017
1066	0.4824096948
1067	0.4823804985
1068	0.4823340385
1069	0.48229473
1070	0.482264018
1071	0.4822287747
1072	0.4821960333
1073	0.4821645691
1074	0.4821382569
1075	0.4821092992
1076	0.4820772091
1077	0.4820433585
1078	0.4820161345
1079	0.4819782255
1080	0.4819360672
1081	0.4819051022
1082	0.4818698083
1083	0.4818276728
1084	0.4817998553
1085	0.4817686404
1086	0.4817449095
1087	0.4817162985
1088	0.4816851153
1089	0.4816566437
1090	0.4816170122
1091	0.4815897521
1092	0.4815463288
1093	0.4815158519
1094	0.4814754772
1095	0.4814335515
1096	0.4813939926
1097	0.481367627
1098	0.4813358322
1099	0.4813048585
1100	0.4812808623
1101	0.4812505921
1102	0.4812142251
1103	0.4811898049
1104	0.4811418724
1105	0.4811185785
1106	0.4810858884
1107	0.4810588108
1108	0.4810297807
1109	0.4810017996
1110	0.4809689117
1111	0.4809328687
1112	0.4809134738
1113	0.4808853057
1114	0.4808507304
1115	0.4808202415
1116	0.4807790561
1117	0.480740268
1118	0.4807097416
1119	0.480675592
1120	0.4806420838
1121	0.4806104775
1122	0.4805737852
1123	0.4805323519
1124	0.480496266
1125	0.4804652926
1126	0.4804443343
1127	0.4804151905
1128	0.4803817996
1129	0.4803511695
1130	0.4803030724
1131	0.4802758644
1132	0.4802494049
1133	0.4802272864
1134	0.480197029
1135	0.480168979
1136	0.4801359789
1137	0.4801105464
1138	0.4800804942
1139	0.4800342671
1140	0.4799960131
1141	0.4799624734
1142	0.4799323915
1143	0.479910972
1144	0.4798830602
1145	0.4798576831
1146	0.4798324045
1147	0.4798104898
1148	0.4797765554
1149	0.479742795
1150	0.4797036512
1151	0.4796702319
1152	0.4796385873
1153	0.4796059675
1154	0.4795715388
1155	0.4795248415
1156	0.4794768665
1157	0.4794460491
1158	0.4794247093
1159	0.4793969917
1160	0.4793723921
1161	0.4793361631
1162	0.4793070326
1163	0.4792756841
1164	0.4792534293
1165	0.4792060323
1166	0.4791668164
1167	0.4791414161
1168	0.4791166893
1169	0.4790938587
1170	0.4790659312
1171	0.4790307582
1172	0.4790006957
1173	0.4789612427
1174	0.4789307284
1175	0.4788722213
1176	0.4788487459
1177	0.4788258278
1178	0.478799911
1179	0.4787738797
1180	0.4787378542
1181	0.4787065628
1182	0.4786741416
1183	0.4786500368
1184	0.4786236414
1185	0.4785985907
1186	0.4785580269
1187	0.4785259795
1188	0.4784964868
1189	0.4784575268
1190	0.4784340856
1191	0.4784010988
1192	0.4783700504
1193	0.4783424855
1194	0.4783217793
1195	0.4783047921
1196	0.4782856226
1197	0.4782393339
1198	0.4781955411
1199	0.4781630653
1200	0.4781285244
1201	0.4781056289
1202	0.4780749027
1203	0.478023931
1204	0.47799532
1205	0.4779669721
1206	0.4779449245
1207	0.4779230323
1208	0.477892968
1209	0.4778529915
1210	0.4778245154
1211	0.4777932529
1212	0.4777602132
1213	0.4777289444
1214	0.4777016358
1215	0.4776760312
1216	0.4776451745
1217	0.4776161505
1218	0.477592695
1219	0.4775625074
1220	0.4775405193
1221	0.477500813
1222	0.4774707057
1223	0.4774472637
1224	0.4774148105
1225	0.4773889055
1226	0.4773587179
1227	0.4773021629
1228	0.4772790964
1229	0.4772512654
1230	0.4772133774
1231	0.4771878711
1232	0.4771647438
1233	0.477138643
1234	0.4771131471
1235	0.4770885823
1236	0.4770588498
1237	0.4770358996
1238	0.4770103804
1239	0.4769787607
1240	0.4769522697
1241	0.4769266214
1242	0.4769025226
1243	0.4768774721
1244	0.4768470955
1245	0.4768221594
1246	0.4768037711
1247	0.4767815785
1248	0.4767613926
1249	0.4767433804
1250	0.4767210127
1251	0.4766766602
1252	0.4766412336
1253	0.476615713
1254	0.4765894645
1255	0.476565596
1256	0.4765393673
1257	0.476504566
1258	0.4764745932
1259	0.4764472755
1260	0.4764077783
1261	0.4763828889
1262	0.4763435907
1263	0.4763183756
1264	0.4762936471
1265	0.4762696451
1266	0.4762437664
1267	0.4762192636
1268	0.4761965916
1269	0.4761695423
1270	0.4761367626
1271	0.4761139636
1272	0.4760920181
1273	0.4760645956
1274	0.4760443658
1275	0.4760063444
1276	0.4759785293
1277	0.4759496454
1278	0.4759161839
1279	0.4758981653
1280	0.4758743006
1281	0.4758478134
1282	0.4758217221
1283	0.4757779196
1284	0.4757555531
1285	0.4757309788
1286	0.4757011938
1287	0.4756743495
1288	0.4756357049
1289	0.4756168602
1290	0.475594001
1291	0.4755638091
1292	0.4755379826
1293	0.475514846
1294	0.4754767008
1295	0.4754521283
1296	0.4754231144
1297	0.4753864845
1298	0.4753608753
1299	0.4753390814
1300	0.4753168754
1301	0.4752992996
1302	0.4752677828
1303	0.4752211715
1304	0.4752000595
1305	0.4751702734
1306	0.4751524321
1307	0.4751246824
1308	0.4751002255
1309	0.4750811798
1310	0.4750604845
1311	0.4750377455
1312	0.4750167079
1313	0.4749962653
1314	0.4749648658
1315	0.4749375522
1316	0.4749125115
1317	0.4748904912
1318	0.4748626506
1319	0.47484094
1320	0.4748154625
1321	0.474788029
1322	0.4747657589
1323	0.4747310633
1324	0.474702423
1325	0.4746836926
1326	0.4746453118
1327	0.4746287808
1328	0.4746071048
1329	0.4745875711
1330	0.4745551932
1331	0.4745325996
1332	0.4745071434
1333	0.4744722351
1334	0.4744298441
1335	0.4743995806
1336	0.47437503
1337	0.4743524233
1338	0.474325815
1339	0.4743082858
1340	0.4742795875
1341	0.4742477798
1342	0.4742228187
1343	0.474174774
1344	0.4741528119
1345	0.4741280492
1346	0.4740992799
1347	0.4740691064
1348	0.4740371115
1349	0.4740090607
1350	0.4739841518
1351	0.4739666922
1352	0.473942318
1353	0.4739223152
1354	0.4738953958
1355	0.473875812
1356	0.4738466497
1357	0.4738147061
1358	0.4737863455
1359	0.47376624
1360	0.4737374411
1361	0.4737127296
1362	0.4736897235
1363	0.4736645162
1364	0.4736489368
1365	0.4736269556
1366	0.4735989698
1367	0.4735776515
1368	0.4735562032
1369	0.4735347432
1370	0.4735022964
1371	0.473479963
1372	0.4734527984
1373	0.4734248426
1374	0.4734041111
1375	0.4733722963
1376	0.4733531829
1377	0.4733303614
1378	0.4733015822
1379	0.4732722157
1380	0.4732550228
1381	0.4732156937
1382	0.473194939
1383	0.4731666932
1384	0.4731391899
1385	0.4731004761
1386	0.4730656434
1387	0.4730418233
1388	0.4730194365
1389	0.4729942275
1390	0.4729564528
1391	0.4729346331
1392	0.472910602
1393	0.4728743074
1394	0.4728507347
1395	0.4728311754
1396	0.4728044694
1397	0.4727600457
1398	0.472733141
1399	0.4727170459
1400	0.4726922533
1401	0.4726691083
1402	0.4726503408
1403	0.4726132682
1404	0.4725891552
1405	0.4725726697
1406	0.4725479808
1407	0.4725245452
1408	0.4724923348
1409	0.4724721177
1410	0.4724383122
1411	0.4724210125
1412	0.472395581
1413	0.4723747346
1414	0.4723408042
1415	0.4723161129
1416	0.4722992516
1417	0.4722649551
1418	0.4722409387
1419	0.4722196821
1420	0.4721991737
1421	0.4721794684
1422	0.4721602392
1423	0.472133238
1424	0.4721096327
1425	0.4720868523
1426	0.4720666196
1427	0.4720445873
1428	0.4720258137
1429	0.4720027448
1430	0.471981559
1431	0.4719519956
1432	0.4719334205
1433	0.4719154693
1434	0.4718834664
1435	0.4718632999
1436	0.4718423668
1437	0.4718220649
1438	0.4717931479
1439	0.4717653988
1440	0.4717461292
1441	0.4717277183
1442	0.4717084159
1443	0.4716891643
1444	0.4716652593
1445	0.4716396157
1446	0.4716195697
1447	0.471589834
1448	0.4715650774
1449	0.4715438466
1450	0.4715223343
1451	0.4715055054
1452	0.4714804963
1453	0.4714589362
1454	0.4714352005
1455	0.4714170381
1456	0.4713959867
1457	0.4713676584
1458	0.4713506517
1459	0.4713365262
1460	0.471315865
1461	0.4712903332
1462	0.471263202
1463	0.4712316498
1464	0.4712088055
1465	0.4711877553
1466	0.4711605974
1467	0.4711393571
1468	0.4711233464
1469	0.4711056002
1470	0.4710859422
1471	0.4710630066
1472	0.4710437104
1473	0.4710280148
1474	0.4710083728
1475	0.4709875469
1476	0.4709531838
1477	0.4709254849
1478	0.4709003342
1479	0.4708741511
1480	0.4708533707
1481	0.4708179578
1482	0.4708028387
1483	0.4707864894
1484	0.4707503426
1485	0.4707302627
1486	0.4707078416
1487	0.4706881173
1488	0.4706650326
1489	0.4706378577
1490	0.4706125583
1491	0.4705912481
1492	0.4705658912
1493	0.4705454881
1494	0.4705244367
1495	0.4705021855
1496	0.4704867753
1497	0.4704641756
1498	0.470445652
1499	0.4704280065
1500	0.4704052936
1501	0.4703827612
1502	0.4703600707
1503	0.4703344352
1504	0.4703096408
1505	0.4702882002
1506	0.4702523353
1507	0.4702211949
1508	0.4702045062
1509	0.4701851201
1510	0.4701696186
1511	0.4701512891
1512	0.470121297
1513	0.470098504
1514	0.4700747355
