iter	RMSE
1515	0.4700503065
1516	0.4700211978
1517	0.4700018919
1518	0.4699701721
1519	0.4699520376
1520	0.4699291503
1521	0.4699045921
1522	0.4698833792
1523	0.4698661947
1524	0.4698382495
1525	0.4698060509
1526	0.4697850987
1527	0.4697680632
1528	0.4697364287
1529	0.4697130499
1530	0.4696890717
1531	0.469672338
1532	0.4696497108
1533	0.4696296811
1534	0.4696078976
1535	0.4695868414
1536	0.4695694782
1537	0.4695520431
1538	0.469525258
1539	0.4695067033
1540	0.4694813949
1541	0.4694533369
1542	0.4694306308
1543	0.4694169781
1544	0.4694030822
1545	0.4693771387
1546	0.4693415495
1547	0.4693184942
1548	0.4693021988
1549	0.4692748987
1550	0.4692547307
1551	0.4692268891
1552	0.4692030379
1553	0.4691773582
1554	0.4691573922
1555	0.4691432236
1556	0.4691278002
1557	0.469109723
1558	0.4690867076
1559	0.4690661009
1560	0.4690461661
1561	0.4690184244
1562	0.4689845885
1563	0.468965176
1564	0.4689499047
1565	0.4689239767
1566	0.4689065408
1567	0.4688924433
1568	0.4688641031
1569	0.4688446082
1570	0.4688291472
1571	0.4688143396
1572	0.4687971691
1573	0.4687765148
1574	0.4687491672
1575	0.4687332332
1576	0.4687013633
1577	0.4686836656
1578	0.4686685543
1579	0.4686540718
1580	0.4686242741
1581	0.4686023666
1582	0.4685860842
1583	0.4685632989
1584	0.4685414478
1585	0.4685199948
1586	0.4685060203
1587	0.4684807431
1588	0.4684581223
1589	0.4684434652
1590	0.4684245684
1591	0.4684107218
1592	0.4683912241
1593	0.468380292
1594	0.4683557177
1595	0.4683220063
1596	0.4683066344
1597	0.4682864459
1598	0.4682703895
1599	0.4682513792
1600	0.4682330062
1601	0.4682158325
1602	0.4681872737
1603	0.4681680924
1604	0.4681479585
1605	0.4681234179
1606	0.4680993863
1607	0.4680846799
1608	0.4680669251
1609	0.4680512681
1610	0.4680352735
1611	0.4680109726
1612	0.4679833571
1613	0.4679678408
1614	0.4679479565
1615	0.4679307295
1616	0.46791377
1617	0.467887129
1618	0.4678637962
1619	0.4678381941
1620	0.4678175434
1621	0.4677982405
1622	0.4677733253
1623	0.4677554941
1624	0.4677340512
1625	0.467718423
1626	0.4677021611
1627	0.4676797081
1628	0.4676639766
1629	0.467638074
1630	0.4676093351
1631	0.4675774467
1632	0.4675606653
1633	0.4675451127
1634	0.4675226748
1635	0.4675033199
1636	0.467482293
1637	0.4674646353
1638	0.4674504546
1639	0.4674227666
1640	0.4673881405
1641	0.4673703037
1642	0.4673502806
1643	0.4673273551
1644	0.467302203
1645	0.4672808633
1646	0.467268166
1647	0.4672424891
1648	0.4672255256
1649	0.4671967294
1650	0.4671713767
1651	0.4671575841
1652	0.4671420067
1653	0.4671213455
1654	0.4671056895
1655	0.4670916773
1656	0.4670721511
1657	0.4670536736
1658	0.4670374024
1659	0.4670209942
1660	0.467002788
1661	0.4669744236
1662	0.4669565651
1663	0.466933215
1664	0.4669149841
1665	0.4668951485
1666	0.4668734247
1667	0.4668580643
1668	0.4668440071
1669	0.4668193923
1670	0.4667952513
1671	0.466768488
1672	0.466747378
1673	0.4667252279
1674	0.4667064467
1675	0.4666929186
1676	0.4666754871
1677	0.4666596335
1678	0.4666370795
1679	0.4666234603
1680	0.4666059038
1681	0.4665833249
1682	0.466561712
1683	0.4665365238
1684	0.4665093711
1685	0.4664906307
1686	0.4664779618
1687	0.4664567023
1688	0.4664432058
1689	0.4664281244
1690	0.4664099488
1691	0.4663821973
1692	0.4663527642
1693	0.4663385268
1694	0.4663176821
1695	0.4663037418
1696	0.4662820692
1697	0.4662419629
1698	0.4662217643
1699	0.4661967192
